Symbol,Name,MarketCap,Sector,Industry
TELL,Tellurian Inc.,3397485434,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",20100128.82,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",750657798.3,Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",1625675183,Public Utilities,Electric Utilities: Central
TVIA,"TerraVia Holdings, Inc.",79928885.39,Basic Industries,Major Chemicals
TBNK,Territorial Bancorp Inc.,310971373.2,Finance,Savings Institutions
TSRO,"TESARO, Inc.",9697765444,Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,403714260.6,Energy,Metal Fabrications
TSLA,"Tesla, Inc.",40525084007,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,113283729.6,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",2335669910,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",234211893.3,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",4466558507,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",0,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",153779400,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",0,Finance,Major Banks
TXN,Texas Instruments Incorporated,77831949611,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",3025074711,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,4835969198,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",292811433.2,Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,1818672328,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",1098390000,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",283787516.5,Finance,Major Banks
BONT,"The Bon-Ton Stores, Inc.",23101148.06,Consumer Services,Department/Specialty Retail Stores
CG,The Carlyle Group L.P.,5223623612,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,2899401157,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",382000326.9,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,154863868.6,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,1637683574,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",57223344.6,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",962997482,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,159179505.7,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",674109044.8,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",261072962.6,Finance,Major Banks
FLIC,The First of Long Island Corporation,651725442.5,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,8961329144,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",396500899.8,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",556223309.8,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",3657927822,Consumer Non-Durables,Packaged Foods
FITS,The Health and Fitness ETF,2578025.78,n/a,n/a
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",42322247.1,n/a,n/a
INTG,The Intergroup Corporation,64622539.8,Consumer Services,Building operators
JYNT,The Joint Corp.,55969755.6,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,411279041.9,Technology,EDP Services
KHC,The Kraft Heinz Company,1.11368E+11,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,2481984.82,n/a,n/a
MDCO,The Medicines Company,3660757326,Health Care,Major Pharmaceuticals
MIK,"The Michaels Companies, Inc.",4120348619,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,8067075193,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",1623963968,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,2413024.13,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",43337586.44,Consumer Services,Restaurants
ORG,The Organics ETF,0,n/a,n/a
PCLN,The Priceline Group Inc.,85315590537,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,594505553.6,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,1566554573,Consumer Services,Professional Services
SPNC,The Spectranetics Corporation,1249908866,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TTD,"The Trade Desk, Inc.",1747394238,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",5752346308,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,462929513.9,Public Utilities,Water Supply
NCTY,The9 Limited,19922003.65,Miscellaneous,Business Services
TBPH,"Theravance Biopharma, Inc.",1668392747,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",26441868,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",343966429.1,n/a,n/a
THLD,"Threshold Pharmaceuticals, Inc.",45412162.57,Health Care,Major Pharmaceuticals
TICC,TICC Capital Corp.,369622156.6,n/a,n/a
TIG,TiGenix,27207218.58,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",926385517,Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,13367633.16,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",154400244.9,Finance,Banks
TIPT,Tiptree Inc.,288318721.5,Finance,Specialty Insurers
TITN,Titan Machinery Inc.,314416242.7,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",80555740.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",1109607030,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,2182245000,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",52533981183,Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",0,Public Utilities,Telecommunications Equipment
TKAI,"Tokai Pharmaceuticals, Inc.",17787281.03,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,19992000,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",23832437.58,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,11719800.8,Transportation,Marine Transportation
TORM,TOR Minerals International Inc,25857265.26,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",84190549.59,Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,1994846700,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",104323473.9,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,2059116936,n/a,n/a
TPIC,"TPI Composites, Inc.",585671941.7,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",65947356.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,9463246164,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,97511547.6,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,50832246.13,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",83892477.45,Capital Goods,Electrical Products
TGA,Transglobe Energy Corp,116972697.8,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,235147189.2,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo Inc.,127193247.6,Technology,EDP Services
TRVN,"Trevena, Inc.",232686000,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,835589485.1,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,46678844.8,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,990066285.8,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,8022621183,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,145644247.7,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",6017233308,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",671580469.7,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",483728114.5,Finance,Major Banks
TRVG,trivago N.V.,370528675.9,n/a,n/a
TRNC,"tronc, Inc.",498338213.8,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",61230812,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,"TrovaGene, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,"TrovaGene, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",1268242635,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",10531329.38,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",444713303.9,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,796745590.2,Finance,Major Banks
TRMK,Trustmark Corporation,2224908702,Finance,Major Banks
TSRI,"TSR, Inc.",10398928.6,Technology,EDP Services
TTMI,"TTM Technologies, Inc.",1603477001,Technology,Electrical Products
TCX,Tucows Inc.,502155552,Technology,EDP Services
TUES,Tuesday Morning Corp.,159970650.3,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,256628433.7,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,54176469.6,Consumer Durables,Telecommunications Equipment
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,20511091.16,n/a,n/a
TUTT,Tuttle Tactical Management U.S. Core ETF,59886088.72,n/a,n/a
FOX,"Twenty-First Century Fox, Inc.",55432500373,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",37189831151,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",216905274.4,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,144868107.4,Finance,Major Banks
USCR,"U S Concrete, Inc.",1066501797,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",117175352,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,4844419.388,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",26604784.5,Finance,Investment Managers
UBNT,"Ubiquiti Networks, Inc.",3942185780,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",177809980.8,Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",17310049982,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",439182294.7,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,3682384452,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,89877399.3,Miscellaneous,Industrial Machinery/Components
UTEK,"Ultratech, Inc.",787703280.7,Technology,Industrial Machinery/Components
UMBF,UMB Financial Corporation,3913590871,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,4125226610,Finance,Savings Institutions
UNAM,Unico American Corporation,55382586.42,Finance,Property-Casualty Insurers
UNIS,Unilife Corporation,32846129.73,Health Care,Medical/Dental Instruments
UBSH,Union Bankshares Corporation,1609086091,Finance,Major Banks
UNB,"Union Bankshares, Inc.",188643406.5,Finance,Major Banks
UNXL,"Uni-Pixel, Inc.",53478478.27,Capital Goods,Industrial Machinery/Components
QURE,uniQure N.V.,160622247.8,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",68662104.89,Finance,Major Banks
UBOH,"United Bancshares, Inc.",74149935.9,Finance,Major Banks
UBSI,"United Bankshares, Inc.",3664187630,Finance,Major Banks
UCBA,United Community Bancorp,74180673.33,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",2069201823,Finance,Major Banks
UCFC,United Community Financial Corp.,405723732.7,Finance,Banks
UBNK,"United Financial Bancorp, Inc.",902145963.1,Finance,Banks
UFCS,"United Fire Group, Inc",1096010682,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,371888828.5,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",2199919731,Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,130301293.2,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",440436111.3,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,6720412744,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",68914785,Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,4538043966,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",180204400,Finance,Major Banks
OLED,Universal Display Corporation,3944053103,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,975762088.7,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",1971897774,Basic Industries,Forest Products
ULH,"Universal Logistics Holdings, Inc.",407722905.1,Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",103762688.3,Basic Industries,Steel/Iron Ore
UVSP,Univest Corporation of Pennsylvania,736525078.1,Finance,Major Banks
UPLD,"Upland Software, Inc.",214096260,Technology,Computer Software: Prepackaged Software
URRE,"Uranium Resources, Inc.",41763633.21,Basic Industries,Precious Metals
URBN,"Urban Outfitters, Inc.",3029052333,Consumer Services,Clothing/Shoe/Accessory Stores
ECOL,"US Ecology, Inc.",1091035796,Public Utilities,Environmental Services
USAT,"USA Technologies, Inc.",165343467.5,Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",9746879.7,Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",81487363.41,Transportation,Trucking Freight/Courier Services
UTMD,"Utah Medical Products, Inc.",234893185,Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,66722167.83,Consumer Durables,Telecommunications Equipment
VALX,Validea Market Legends ETF,22793781.6,n/a,n/a
VALU,"Value Line, Inc.",172832127.1,Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,631936641.8,Health Care,Major Pharmaceuticals
BBH,VanEck Vectors Biotech ETF,718242893.6,n/a,n/a
GNRX,VanEck Vectors Generic Drugs ETF,6828000,n/a,n/a
PPH,VanEck Vectors Pharmaceutical ETF,370450999.7,n/a,n/a
VWOB,Vanguard Emerging Markets Government Bond ETF,967705583,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,3593625107,n/a,n/a
VGIT,Vanguard Intermediate -Term Government Bond ETF,1037313522,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,12558285832,n/a,n/a
VIGI,Vanguard International Dividend Appreciation ETF,216665664.4,n/a,n/a
VYMI,Vanguard International High Dividend Yield ETF,227251111,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,1504089430,n/a,n/a
VGLT,Vanguard Long-Term Government Bond ETF,442878366.6,n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,3434152332,n/a,n/a
VONE,Vanguard Russell 1000 ETF,676224250,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,1018058105,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,1016235000,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,1016656500,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,184334062.5,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,176732000,n/a,n/a
VTHR,Vanguard Russell 3000 ETF,318130000,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,17418738221,n/a,n/a
VGSH,Vanguard Short-Term Government ETF,1343357583,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,3209879959,n/a,n/a
BNDX,Vanguard Total International Bond ETF,6526437469,n/a,n/a
VXUS,Vanguard Total International Stock ETF,7134206938,n/a,n/a
VREX,Varex Imaging Corporation,1239810000,Capital Goods,Industrial Machinery/Components
VRNS,"Varonis Systems, Inc.",750222636.2,Technology,Computer Software: Prepackaged Software
VDSI,"VASCO Data Security International, Inc.",518540577.6,Technology,EDP Services
VBLT,Vascular Biogenics Ltd.,154563664.5,Health Care,Major Pharmaceuticals
VBIV,"VBI Vaccines, Inc.",214272972.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WOOF,VCA Inc.,7399788424,Consumer Non-Durables,Farming/Seeds/Milling
VECO,Veeco Instruments Inc.,1146820220,Technology,Industrial Machinery/Components
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,13216140.3,Finance,Investment Bankers/Brokers/Service
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,20143149.44,Finance,Investment Bankers/Brokers/Service
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,96646460.34,Finance,Investment Bankers/Brokers/Service
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,256673693,Finance,Investment Bankers/Brokers/Service
TVIZ,VelocityShares Daily 2x VIX Medium Term ETN,1741593.96,Finance,Investment Bankers/Brokers/Service
TVIX,VelocityShares Daily 2x VIX Short Term ETN,187048114,Finance,Investment Bankers/Brokers/Service
ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,84168190,Finance,Investment Bankers/Brokers/Service
XIV,VelocityShares Daily Inverse VIX Short Term ETN,562503208.9,Finance,Investment Bankers/Brokers/Service
VIIZ,VelocityShares VIX Medium Term ETN,1153450,Finance,Investment Bankers/Brokers/Service
VIIX,VelocityShares VIX Short Term ETN,11539578.38,Finance,Investment Bankers/Brokers/Service
VRA,"Vera Bradley, Inc.",352333779.2,Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",252947916.3,Health Care,Medical Specialities
VSTM,"Verastem, Inc.",42911204.88,Health Care,Major Pharmaceuticals
VCEL,Vericel Corporation,95250418.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
